Iteration,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
149,WBGene00011044,WBGene00013212,WBGene00022413,WBGene00013439,WBGene00003090,WBGene00004023,WBGene00012802,WBGene00018585,WBGene00020952,WBGene00020195,0.838824943,0.200319324
150,WBGene00012982,WBGene00011059,WBGene00018612,WBGene00014801,WBGene00011761,WBGene00017158,WBGene00007580,WBGene00006733,WBGene00012474,WBGene00008805,0.798364847,0.147023312
151,WBGene00017874,WBGene00303000,WBGene00007807,WBGene00003090,WBGene00007533,WBGene00010481,WBGene00017362,WBGene00015623,WBGene00011312,WBGene00018877,0.818969885,0.270980582
152,WBGene00011573,WBGene00011044,WBGene00008143,WBGene00011561,WBGene00011252,WBGene00001397,WBGene00010048,WBGene00017968,WBGene00003922,WBGene00018984,0.808678182,0.320967272
153,WBGene00007332,WBGene00009787,WBGene00017201,WBGene00004058,WBGene00004969,WBGene00006704,WBGene00015413,WBGene00003635,WBGene00016500,WBGene00018206,0.834864122,0.358450014
154,WBGene00017874,WBGene00012337,WBGene00016811,WBGene00008399,WBGene00303208,WBGene00043060,WBGene00008456,WBGene00020499,WBGene00013551,WBGene00020026,0.823519034,0.170748436
155,WBGene00011044,WBGene00010048,WBGene00001993,WBGene00020417,WBGene00013213,WBGene00006721,WBGene00000815,WBGene00009578,WBGene00021810,WBGene00001101,0.844473903,0.165375824
156,WBGene00016811,WBGene00011573,WBGene00021820,WBGene00017864,WBGene00010565,WBGene00018070,WBGene00004085,WBGene00013550,WBGene00021202,WBGene00021783,0.813128156,0.248045928
157,WBGene00001564,WBGene00015061,WBGene00010843,WBGene00020771,WBGene00007103,WBGene00004136,WBGene00008920,WBGene00019205,WBGene00022195,WBGene00001411,0.837894602,0.190091735
158,WBGene00019373,WBGene00013551,WBGene00017201,WBGene00000781,WBGene00013080,WBGene00000812,WBGene00011486,WBGene00021876,WBGene00010811,WBGene00017864,0.820858961,0.207540949
159,WBGene00020091,WBGene00019766,WBGene00020181,WBGene00013606,WBGene00018257,WBGene00003943,WBGene00018044,WBGene00018159,WBGene00012198,WBGene00007068,0.845370024,0.203814297
160,WBGene00021813,WBGene00015061,WBGene00015056,WBGene00017874,WBGene00011059,WBGene00008399,WBGene00303009,WBGene00015789,WBGene00013249,WBGene00011924,0.860404791,0.251715904
161,WBGene00012802,WBGene00015056,WBGene00017763,WBGene00013308,WBGene00002134,WBGene00018340,WBGene00010681,WBGene00021425,WBGene00017659,WBGene00018036,0.870952529,0.303568256
162,WBGene00018602,WBGene00011573,WBGene00019373,WBGene00010676,WBGene00018967,WBGene00015061,WBGene00009058,WBGene00019479,WBGene00016208,WBGene00008975,0.832491783,0.320704387
163,WBGene00011573,WBGene00007521,WBGene00001089,WBGene00010050,WBGene00016172,WBGene00006593,WBGene00010229,WBGene00021073,WBGene00004369,WBGene00009666,0.868517677,0.361280938
164,WBGene00004058,WBGene00004091,WBGene00001089,WBGene00010720,WBGene00044083,WBGene00021043,WBGene00000090,WBGene00015456,WBGene00044032,WBGene00019141,0.871341526,0.379856221
165,WBGene00011312,WBGene00000090,WBGene00020894,WBGene00007807,WBGene00019213,WBGene00021714,WBGene00002131,WBGene00015525,WBGene00017904,WBGene00007282,0.866727977,0.224968442
166,WBGene00019373,WBGene00016419,WBGene00021070,WBGene00020771,WBGene00001501,WBGene00009163,WBGene00004979,WBGene00009787,WBGene00007445,WBGene00000514,0.829757082,0.3304065
167,WBGene00013445,WBGene00001501,WBGene00022822,WBGene00017201,WBGene00010002,WBGene00001243,WBGene00021909,WBGene00022493,WBGene00021563,WBGene00007666,0.852683288,0.227999227
168,WBGene00012982,WBGene00007581,WBGene00003602,WBGene00021563,WBGene00185089,WBGene00020029,WBGene00019869,WBGene00015647,WBGene00021367,WBGene00018349,0.803267629,0.202930656
169,WBGene00011044,WBGene00006762,WBGene00011059,WBGene00020436,WBGene00021986,WBGene00018511,WBGene00021740,WBGene00007412,WBGene00016987,WBGene00008825,0.840140648,0.317524676
170,WBGene00011044,WBGene00003090,WBGene00009787,WBGene00015061,WBGene00001851,WBGene00000383,WBGene00020181,WBGene00010922,WBGene00006762,WBGene00020251,0.863777345,0.329374967
171,WBGene00015056,WBGene00007877,WBGene00020029,WBGene00010042,WBGene00012476,WBGene00021912,WBGene00000161,WBGene00016129,WBGene00010444,WBGene00011561,0.839978796,0.141175828
172,WBGene00017874,WBGene00009542,WBGene00019120,WBGene00003514,WBGene00016987,WBGene00003624,WBGene00009813,WBGene00008824,WBGene00016674,WBGene00001426,0.787363425,0.245579861
173,WBGene00015849,WBGene00011059,WBGene00000444,WBGene00011662,WBGene00003389,WBGene00012259,WBGene00004927,WBGene00018607,WBGene00006698,WBGene00016822,0.849578127,0.109675387
174,WBGene00001713,WBGene00007807,WBGene00004058,WBGene00008085,WBGene00000293,WBGene00018259,WBGene00006944,WBGene00008254,WBGene00005026,WBGene00013181,0.786774665,0.285871187
175,WBGene00017874,WBGene00007517,WBGene00011059,WBGene00020181,WBGene00016419,WBGene00000514,WBGene00021813,WBGene00012185,WBGene00012982,WBGene00018872,0.839416041,0.458329556
176,WBGene00001851,WBGene00014088,WBGene00001501,WBGene00017380,WBGene00002004,WBGene00014258,WBGene00022786,WBGene00011032,WBGene00000475,WBGene00010844,0.844829591,0.174549815
177,WBGene00011044,WBGene00021698,WBGene00302964,WBGene00009469,WBGene00014088,WBGene00010048,WBGene00021323,WBGene00007971,WBGene00021512,WBGene00010221,0.862994181,0.326108397
178,WBGene00000183,WBGene00001604,WBGene00008341,WBGene00018044,WBGene00008339,WBGene00013790,WBGene00018602,WBGene00003085,WBGene00011573,WBGene00001585,0.858413666,0.426225572
179,WBGene00006593,WBGene00018044,WBGene00009142,WBGene00018602,WBGene00003177,WBGene00012641,WBGene00000865,WBGene00000886,WBGene00003917,WBGene00010879,0.841150658,0.167961128
180,WBGene00012359,WBGene00019617,WBGene00022077,WBGene00017123,WBGene00012675,WBGene00013552,WBGene00007429,WBGene00018702,WBGene00010918,WBGene00001371,0.844434062,0.235140172
181,WBGene00011044,WBGene00019373,WBGene00003090,WBGene00010048,WBGene00018036,WBGene00000253,WBGene00000715,WBGene00011912,WBGene00017924,WBGene00009011,0.832823154,0.278953551
182,WBGene00009787,WBGene00007362,WBGene00003169,WBGene00003090,WBGene00018013,WBGene00001371,WBGene00018044,WBGene00017760,WBGene00011573,WBGene00017608,0.82043909,0.351882202
183,WBGene00009992,WBGene00008741,WBGene00017123,WBGene00018762,WBGene00011573,WBGene00017567,WBGene00018853,WBGene00000527,WBGene00012719,WBGene00013241,0.816997813,0.257397293
184,WBGene00016811,WBGene00012802,WBGene00011573,WBGene00016705,WBGene00021043,WBGene00012337,WBGene00001148,WBGene00021932,WBGene00006503,WBGene00013692,0.841585799,0.365019785
185,WBGene00008165,WBGene00006066,WBGene00021812,WBGene00016987,WBGene00017201,WBGene00021314,WBGene00012476,WBGene00016811,WBGene00017789,WBGene00021276,0.832246509,0.202994395
186,WBGene00011573,WBGene00022045,WBGene00000528,WBGene00016763,WBGene00015756,WBGene00017268,WBGene00012903,WBGene00004028,WBGene00012556,WBGene00009383,0.820626573,0.191871243
187,WBGene00021813,WBGene00011194,WBGene00015733,WBGene00007330,WBGene00021558,WBGene00001078,WBGene00001501,WBGene00013554,WBGene00011367,WBGene00007963,0.827963692,0.230218713
188,WBGene00015849,WBGene00001449,WBGene00022124,WBGene00007071,WBGene00011044,WBGene00021247,WBGene00001752,WBGene00009469,WBGene00015407,WBGene00019254,0.870283246,0.211914107
189,WBGene00011573,WBGene00004058,WBGene00012700,WBGene00013808,WBGene00011298,WBGene00021560,WBGene00003129,WBGene00006476,WBGene00006448,WBGene00019863,0.827413682,0.24580745
190,WBGene00000835,WBGene00008440,WBGene00016419,WBGene00020993,WBGene00021443,WBGene00000815,WBGene00020399,WBGene00008925,WBGene00010704,WBGene00012474,0.817876802,0.217737544
191,WBGene00012700,WBGene00014244,WBGene00017881,WBGene00000815,WBGene00004419,WBGene00006737,WBGene00020006,WBGene00002889,WBGene00009162,WBGene00017398,0.843598306,0.176798733
192,WBGene00011573,WBGene00013241,WBGene00015756,WBGene00013553,WBGene00000815,WBGene00043060,WBGene00022474,WBGene00021810,WBGene00006404,WBGene00010703,0.80332154,0.325387207
193,WBGene00015434,WBGene00004058,WBGene00008777,WBGene00001501,WBGene00001480,WBGene00001099,WBGene00020940,WBGene00003837,WBGene00018174,WBGene00011631,0.790399761,0.216801676
194,WBGene00012982,WBGene00009787,WBGene00007807,WBGene00002056,WBGene00013553,WBGene00008232,WBGene00303019,WBGene00021753,WBGene00002131,WBGene00044527,0.800359808,0.289678151
195,WBGene00009992,WBGene00016419,WBGene00022382,WBGene00016325,WBGene00020163,WBGene00015217,WBGene00021771,WBGene00013252,WBGene00001752,WBGene00008824,0.838065933,0.260097119
196,WBGene00017123,WBGene00011488,WBGene00007107,WBGene00003837,WBGene00001243,WBGene00021442,WBGene00206487,WBGene00004822,WBGene00022812,WBGene00015814,0.848601961,0.12463503
197,WBGene00007877,WBGene00008741,WBGene00009126,WBGene00012337,WBGene00021344,WBGene00001390,WBGene00020446,WBGene00010922,WBGene00011872,WBGene00014251,0.814917441,0.270457624
198,WBGene00017874,WBGene00009787,WBGene00000383,WBGene00003758,WBGene00004475,WBGene00003731,WBGene00008549,WBGene00007197,WBGene00004344,WBGene00009712,0.889281388,0.186449794
199,WBGene00004058,WBGene00018523,WBGene00013381,WBGene00016930,WBGene00020343,WBGene00003815,WBGene00017169,WBGene00022043,WBGene00008692,WBGene00018702,0.821885699,0.256104822
200,WBGene00011044,WBGene00002272,WBGene00008777,WBGene00004979,WBGene00012538,WBGene00021186,WBGene00020135,WBGene00005642,WBGene00006922,WBGene00022765,0.83881382,0.313299264
201,WBGene00017123,WBGene00021607,WBGene00011573,WBGene00008041,WBGene00014251,WBGene00004884,WBGene00018044,WBGene00019373,WBGene00012487,WBGene00016567,0.860807693,0.376116379
202,WBGene00019918,WBGene00007107,WBGene00000545,WBGene00009787,WBGene00007412,WBGene00004979,WBGene00020349,WBGene00019241,WBGene00000535,WBGene00011486,0.841853446,0.262358509
203,WBGene00017123,WBGene00022280,WBGene00007071,WBGene00013359,WBGene00017195,WBGene00012225,WBGene00001398,WBGene00008686,WBGene00011732,WBGene00016860,0.833859801,0.119257828
204,WBGene00001239,WBGene00019373,WBGene00006477,WBGene00012337,WBGene00016957,WBGene00001390,WBGene00019863,WBGene00000838,WBGene00006829,WBGene00003594,0.830506708,0.268230229
205,WBGene00012982,WBGene00014176,WBGene00006710,WBGene00020269,WBGene00018044,WBGene00004892,WBGene00021367,WBGene00015912,WBGene00012231,WBGene00022260,0.812381762,0.185933596
206,WBGene00011573,WBGene00015056,WBGene00021043,WBGene00010681,WBGene00014251,WBGene00021636,WBGene00003254,WBGene00008914,WBGene00016009,WBGene00015940,0.809911366,0.399227361
207,WBGene00021043,WBGene00017881,WBGene00006415,WBGene00008283,WBGene00022579,WBGene00020718,WBGene00010471,WBGene00012251,WBGene00006465,WBGene00020422,0.850712969,0.239781901
208,WBGene00019373,WBGene00019164,WBGene00022055,WBGene00018602,WBGene00012150,WBGene00002081,WBGene00005014,WBGene00009723,WBGene00022280,WBGene00009323,0.813360044,0.230805305
209,WBGene00008440,WBGene00004058,WBGene00015061,WBGene00006527,WBGene00001025,WBGene00016961,WBGene00010790,WBGene00004061,WBGene00003553,WBGene00004384,0.82202907,0.340110856
210,WBGene00017874,WBGene00018611,WBGene00016419,WBGene00013275,WBGene00018044,WBGene00022149,WBGene00011893,WBGene00016034,WBGene00007184,WBGene00017311,0.82140212,0.228139633
211,WBGene00012700,WBGene00007332,WBGene00017201,WBGene00015853,WBGene00007643,WBGene00011044,WBGene00011059,WBGene00004202,WBGene00003019,WBGene00010813,0.825378192,0.373090064
212,WBGene00006593,WBGene00019017,WBGene00020496,WBGene00008805,WBGene00011573,WBGene00022043,WBGene00008777,WBGene00011252,WBGene00003169,WBGene00004900,0.818562447,0.30506777
213,WBGene00009532,WBGene00001025,WBGene00000812,WBGene00017293,WBGene00000865,WBGene00007892,WBGene00020511,WBGene00015905,WBGene00013239,WBGene00016860,0.832493244,0.205478238
214,WBGene00004058,WBGene00001025,WBGene00012136,WBGene00022077,WBGene00006752,WBGene00015912,WBGene00016957,WBGene00015022,WBGene00007826,WBGene00016419,0.828568545,0.318241435
215,WBGene00006593,WBGene00002272,WBGene00017201,WBGene00011916,WBGene00003066,WBGene00010500,WBGene00001559,WBGene00018044,WBGene00008118,WBGene00001430,0.865059919,0.121220812
216,WBGene00010002,WBGene00017506,WBGene00016705,WBGene00015347,WBGene00004875,WBGene00004202,WBGene00006794,WBGene00001505,WBGene00015050,WBGene00003566,0.81766691,0.132088313
217,WBGene00012802,WBGene00019017,WBGene00010681,WBGene00017874,WBGene00003958,WBGene00011342,WBGene00021508,WBGene00012906,WBGene00020771,WBGene00009966,0.825575129,0.363291978
218,WBGene00004058,WBGene00013529,WBGene00010922,WBGene00011573,WBGene00001423,WBGene00010115,WBGene00000204,WBGene00021810,WBGene00017005,WBGene00016629,0.857314451,0.343638472
219,WBGene00012700,WBGene00015756,WBGene00021043,WBGene00010681,WBGene00006351,WBGene00003685,WBGene00008430,WBGene00002143,WBGene00003943,WBGene00016028,0.832765483,0.380773873
220,WBGene00004058,WBGene00015061,WBGene00001851,WBGene00006958,WBGene00020630,WBGene00015403,WBGene00021783,WBGene00020496,WBGene00004736,WBGene00021818,0.859315301,0.300364229
221,WBGene00017123,WBGene00019617,WBGene00022077,WBGene00019141,WBGene00021440,WBGene00018319,WBGene00011131,WBGene00012673,WBGene00013736,WBGene00006394,0.810043727,0.28110891
222,WBGene00013529,WBGene00009787,WBGene00010229,WBGene00017547,WBGene00003482,WBGene00017828,WBGene00018044,WBGene00001933,WBGene00015217,WBGene00022052,0.802330647,0.224616605
223,WBGene00011573,WBGene00003085,WBGene00015091,WBGene00021112,WBGene00022195,WBGene00012911,WBGene00004388,WBGene00020530,WBGene00004058,WBGene00001496,0.832530952,0.222109211
224,WBGene00019373,WBGene00022149,WBGene00012395,WBGene00009142,WBGene00018523,WBGene00011094,WBGene00011573,WBGene00001193,WBGene00007789,WBGene00009133,0.812753888,0.227477551
225,WBGene00012700,WBGene00021813,WBGene00006793,WBGene00000815,WBGene00001985,WBGene00012359,WBGene00001635,WBGene00020374,WBGene00008094,WBGene00013946,0.844261004,0.217923057
226,WBGene00012982,WBGene00302991,WBGene00004479,WBGene00004058,WBGene00016995,WBGene00001983,WBGene00019963,WBGene00022306,WBGene00000933,WBGene00004243,0.862387944,0.343554373
227,WBGene00015849,WBGene00002997,WBGene00016269,WBGene00000835,WBGene00001630,WBGene00001371,WBGene00016567,WBGene00001077,WBGene00015756,WBGene00013670,0.833513934,0.176641771
228,WBGene00011044,WBGene00012903,WBGene00002056,WBGene00007807,WBGene00022367,WBGene00006824,WBGene00000910,WBGene00009158,WBGene00007681,WBGene00044666,0.85886294,0.256221875
229,WBGene00018044,WBGene00021430,WBGene00015091,WBGene00017201,WBGene00021813,WBGene00000797,WBGene00014088,WBGene00003528,WBGene00017011,WBGene00020507,0.797579139,0.429091607
230,WBGene00004058,WBGene00017201,WBGene00000976,WBGene00003835,WBGene00021443,WBGene00021014,WBGene00009220,WBGene00021282,WBGene00013422,WBGene00004089,0.850193425,0.233744748
231,WBGene00003090,WBGene00001851,WBGene00000383,WBGene00016750,WBGene00004058,WBGene00018990,WBGene00001178,WBGene00002180,WBGene00017373,WBGene00012136,0.849620449,0.369007692
232,WBGene00011044,WBGene00008741,WBGene00044107,WBGene00000262,WBGene00010048,WBGene00021247,WBGene00017891,WBGene00004356,WBGene00016264,WBGene00019125,0.825781312,0.246512328
233,WBGene00013225,WBGene00022281,WBGene00011094,WBGene00017201,WBGene00011410,WBGene00003396,WBGene00011935,WBGene00000739,WBGene00010541,WBGene00018061,0.809601596,0.364898018
234,WBGene00011044,WBGene00015061,WBGene00004058,WBGene00002134,WBGene00010809,WBGene00255714,WBGene00006722,WBGene00010626,WBGene00008526,WBGene00016989,0.880650629,0.227079334
235,WBGene00001371,WBGene00011573,WBGene00017881,WBGene00001599,WBGene00013462,WBGene00008578,WBGene00021269,WBGene00012375,WBGene00021883,WBGene00022508,0.813864778,0.255856447
236,WBGene00013225,WBGene00017201,WBGene00020446,WBGene00003577,WBGene00000835,WBGene00013678,WBGene00019127,WBGene00044294,WBGene00019725,WBGene00018702,0.859989824,0.321527049
237,WBGene00011044,WBGene00011573,WBGene00015809,WBGene00007877,WBGene00011152,WBGene00002131,WBGene00022178,WBGene00012700,WBGene00021636,WBGene00007744,0.837469568,0.260094355
238,WBGene00016419,WBGene00016174,WBGene00022045,WBGene00013895,WBGene00019304,WBGene00010325,WBGene00022490,WBGene00000183,WBGene00008748,WBGene00008930,0.801989338,0.224324949
239,WBGene00003602,WBGene00018602,WBGene00011068,WBGene00003085,WBGene00011573,WBGene00045433,WBGene00017567,WBGene00020142,WBGene00013297,WBGene00012545,0.796464573,0.293729895
240,WBGene00018702,WBGene00015061,WBGene00004058,WBGene00001480,WBGene00015456,WBGene00006893,WBGene00008488,WBGene00021269,WBGene00013808,WBGene00020587,0.821157084,0.293368572
241,WBGene00013529,WBGene00018717,WBGene00010813,WBGene00020374,WBGene00010704,WBGene00020251,WBGene00003511,WBGene00012673,WBGene00043705,WBGene00019361,0.781360019,0.206098443
242,WBGene00001851,WBGene00004164,WBGene00001243,WBGene00020029,WBGene00019979,WBGene00003388,WBGene00010703,WBGene00009534,WBGene00019846,WBGene00010272,0.818199009,0.207807664
243,WBGene00009992,WBGene00019017,WBGene00018853,WBGene00017007,WBGene00010899,WBGene00007492,WBGene00011573,WBGene00009723,WBGene00017582,WBGene00019118,0.835377428,0.354461024
244,WBGene00004058,WBGene00010304,WBGene00022246,WBGene00010481,WBGene00012906,WBGene00001758,WBGene00013529,WBGene00013269,WBGene00022518,WBGene00010902,0.836452292,0.254722063
245,WBGene00011044,WBGene00009787,WBGene00007330,WBGene00011985,WBGene00019199,WBGene00009007,WBGene00021208,WBGene00045434,WBGene00018475,WBGene00008665,0.84629586,0.209699497
246,WBGene00011573,WBGene00021813,WBGene00017201,WBGene00020466,WBGene00017567,WBGene00008741,WBGene00009280,WBGene00001426,WBGene00020027,WBGene00004151,0.866484324,0.281733695
247,WBGene00013123,WBGene00004704,WBGene00021440,WBGene00013103,WBGene00015433,WBGene00021675,WBGene00017984,WBGene00011573,WBGene00017344,WBGene00255714,0.822026537,0.149130451
248,WBGene00012982,WBGene00014027,WBGene00004010,WBGene00003238,WBGene00004831,WBGene00015091,WBGene00007807,WBGene00009733,WBGene00011962,WBGene00020195,0.827537869,0.22063825
249,WBGene00017201,WBGene00012983,WBGene00016174,WBGene00000835,WBGene00018582,WBGene00020897,WBGene00016573,WBGene00015283,WBGene00012464,WBGene00013240,0.803961863,0.181467507
250,WBGene00021813,WBGene00017201,WBGene00001501,WBGene00010063,WBGene00007976,WBGene00011732,WBGene00006649,WBGene00019511,WBGene00018891,WBGene00009724,0.833498257,0.248513476
251,WBGene00012700,WBGene00011573,WBGene00007312,WBGene00008669,WBGene00009992,WBGene00001325,WBGene00007020,WBGene00012813,WBGene00007347,WBGene00004010,0.839621823,0.216924754
252,WBGene00009992,WBGene00013225,WBGene00011309,WBGene00020437,WBGene00004952,WBGene00022052,WBGene00002997,WBGene00008882,WBGene00021046,WBGene00019955,0.853058492,0.164120755
253,WBGene00020091,WBGene00004058,WBGene00018523,WBGene00018044,WBGene00001578,WBGene00007315,WBGene00004061,WBGene00013789,WBGene00008385,WBGene00013969,0.826345263,0.307481976
254,WBGene00012136,WBGene00012471,WBGene00007963,WBGene00002226,WBGene00017201,WBGene00018349,WBGene00019882,WBGene00013136,WBGene00007129,WBGene00008205,0.839275266,0.281181211
255,WBGene00011573,WBGene00016174,WBGene00008930,WBGene00006893,WBGene00019766,WBGene00006760,WBGene00021043,WBGene00020562,WBGene00007536,WBGene00000262,0.772833878,0.263559843
256,WBGene00004058,WBGene00021810,WBGene00006769,WBGene00011258,WBGene00001399,WBGene00013095,WBGene00019296,WBGene00013136,WBGene00010484,WBGene00009048,0.807153012,0.221152025
257,WBGene00015849,WBGene00013225,WBGene00017201,WBGene00004058,WBGene00012366,WBGene00022027,WBGene00003388,WBGene00012358,WBGene00021813,WBGene00010666,0.822853743,0.330062616
258,WBGene00011044,WBGene00002997,WBGene00004058,WBGene00017201,WBGene00011985,WBGene00022466,WBGene00017968,WBGene00021123,WBGene00013870,WBGene00018443,0.851914636,0.407517808
259,WBGene00012700,WBGene00086546,WBGene00003085,WBGene00011573,WBGene00019822,WBGene00017201,WBGene00020600,WBGene00015709,WBGene00003062,WBGene00004821,0.811214914,0.463475093
260,WBGene00011573,WBGene00011044,WBGene00019017,WBGene00007184,WBGene00001945,WBGene00003678,WBGene00007685,WBGene00012982,WBGene00013177,WBGene00021021,0.828778954,0.318123566
261,WBGene00011044,WBGene00016811,WBGene00015061,WBGene00011030,WBGene00022508,WBGene00086569,WBGene00019373,WBGene00013558,WBGene00003898,WBGene00021112,0.822529388,0.254338029
262,WBGene00013225,WBGene00010048,WBGene00003914,WBGene00001390,WBGene00012352,WBGene00011258,WBGene00010657,WBGene00011923,WBGene00013324,WBGene00019130,0.850433982,0.160451376
263,WBGene00006593,WBGene00008741,WBGene00017201,WBGene00010036,WBGene00015849,WBGene00020092,WBGene00022301,WBGene00016585,WBGene00013718,WBGene00009659,0.842827338,0.294078133
264,WBGene00006593,WBGene00018602,WBGene00013805,WBGene00019009,WBGene00020442,WBGene00000509,WBGene00022666,WBGene00020047,WBGene00015056,WBGene00022793,0.828196983,0.225246575
265,WBGene00016419,WBGene00013241,WBGene00006593,WBGene00010993,WBGene00006759,WBGene00018203,WBGene00013345,WBGene00019683,WBGene00001045,WBGene00022488,0.861981577,0.392433799
266,WBGene00011044,WBGene00010002,WBGene00001243,WBGene00016419,WBGene00010628,WBGene00022579,WBGene00020102,WBGene00011893,WBGene00013799,WBGene00017426,0.849558378,0.308774573
267,WBGene00021810,WBGene00006710,WBGene00018044,WBGene00017547,WBGene00001244,WBGene00006404,WBGene00003369,WBGene00011059,WBGene00014036,WBGene00011956,0.862498817,0.295196378
268,WBGene00009532,WBGene00012982,WBGene00013247,WBGene00044083,WBGene00015641,WBGene00001909,WBGene00002123,WBGene00018187,WBGene00018952,WBGene00007711,0.816080858,0.20550676
269,WBGene00021043,WBGene00015642,WBGene00003406,WBGene00018455,WBGene00016676,WBGene00012362,WBGene00016317,WBGene00010296,WBGene00011399,WBGene00000888,0.848424857,0.072126797
270,WBGene00014036,WBGene00004058,WBGene00012802,WBGene00000838,WBGene00000835,WBGene00015912,WBGene00002045,WBGene00019770,WBGene00020886,WBGene00015791,0.797723412,0.347877906
271,WBGene00000869,WBGene00012802,WBGene00012002,WBGene00020047,WBGene00012000,WBGene00021810,WBGene00002997,WBGene00019362,WBGene00004459,WBGene00008035,0.851066514,0.332809206
272,WBGene00009992,WBGene00004058,WBGene00019373,WBGene00019017,WBGene00013541,WBGene00015510,WBGene00011890,WBGene00012762,WBGene00019361,WBGene00016342,0.81767133,0.252432478
273,WBGene00011573,WBGene00013552,WBGene00022413,WBGene00013006,WBGene00020006,WBGene00003085,WBGene00015048,WBGene00019770,WBGene00010787,WBGene00013460,0.843749891,0.177127047
274,WBGene00009142,WBGene00008343,WBGene00000168,WBGene00017201,WBGene00021813,WBGene00006066,WBGene00001371,WBGene00019766,WBGene00185089,WBGene00003019,0.807595042,0.250984835
275,WBGene00008968,WBGene00016987,WBGene00011688,WBGene00000910,WBGene00020025,WBGene00194906,WBGene00009048,WBGene00013018,WBGene00016419,WBGene00004979,0.84175109,0.251467736
276,WBGene00011573,WBGene00019373,WBGene00012983,WBGene00012903,WBGene00001559,WBGene00018349,WBGene00044481,WBGene00001320,WBGene00011767,WBGene00010657,0.839906017,0.260371899
277,WBGene00000984,WBGene00020446,WBGene00003577,WBGene00022141,WBGene00015048,WBGene00011116,WBGene00002146,WBGene00006829,WBGene00016099,WBGene00018718,0.823630889,0.184354074
278,WBGene00012982,WBGene00021714,WBGene00008777,WBGene00021812,WBGene00019624,WBGene00001501,WBGene00001559,WBGene00015037,WBGene00016654,WBGene00011367,0.814422259,0.248459651
279,WBGene00011573,WBGene00008165,WBGene00017201,WBGene00004058,WBGene00016860,WBGene00001499,WBGene00021123,WBGene00012931,WBGene00019766,WBGene00016354,0.863624838,0.271145167
280,WBGene00011573,WBGene00016705,WBGene00006593,WBGene00022367,WBGene00018239,WBGene00007282,WBGene00011029,WBGene00016965,WBGene00001501,WBGene00004917,0.869137852,0.342059326
281,WBGene00011044,WBGene00022413,WBGene00020163,WBGene00019361,WBGene00020910,WBGene00015104,WBGene00013006,WBGene00000812,WBGene00008435,WBGene00010409,0.841373273,0.212093217
282,WBGene00016987,WBGene00008741,WBGene00008777,WBGene00017293,WBGene00006410,WBGene00003151,WBGene00008606,WBGene00006605,WBGene00018393,WBGene00009290,0.851432346,0.241124683
283,WBGene00004058,WBGene00018523,WBGene00012359,WBGene00011573,WBGene00000369,WBGene00008399,WBGene00006562,WBGene00302971,WBGene00004737,WBGene00012465,0.880549129,0.250855155
284,WBGene00219275,WBGene00004136,WBGene00017201,WBGene00000976,WBGene00015067,WBGene00001225,WBGene00009732,WBGene00004404,WBGene00019362,WBGene00004927,0.83060889,0.197888991
285,WBGene00004058,WBGene00022413,WBGene00007534,WBGene00007282,WBGene00022195,WBGene00019361,WBGene00018950,WBGene00022200,WBGene00016717,WBGene00017613,0.841148455,0.220361294
286,WBGene00015061,WBGene00008041,WBGene00022077,WBGene00010296,WBGene00019955,WBGene00086569,WBGene00009106,WBGene00020090,WBGene00008687,WBGene00018422,0.824177849,0.169940665
287,WBGene00008440,WBGene00000175,WBGene00001993,WBGene00021123,WBGene00004952,WBGene00010617,WBGene00013805,WBGene00010681,WBGene00021810,WBGene00009393,0.848220737,0.383763992
288,WBGene00007217,WBGene00011573,WBGene00010834,WBGene00018174,WBGene00000514,WBGene00021043,WBGene00007807,WBGene00010050,WBGene00021879,WBGene00003171,0.811064482,0.407241186
289,WBGene00011573,WBGene00018700,WBGene00004747,WBGene00007107,WBGene00003835,WBGene00012696,WBGene00017789,WBGene00011767,WBGene00011044,WBGene00010357,0.818866825,0.286794639
290,WBGene00001993,WBGene00044083,WBGene00000183,WBGene00011645,WBGene00010834,WBGene00019076,WBGene00004003,WBGene00021812,WBGene00019665,WBGene00021830,0.803850546,0.342145999
291,WBGene00013225,WBGene00004454,WBGene00002997,WBGene00004479,WBGene00015056,WBGene00014095,WBGene00019605,WBGene00004181,WBGene00003085,WBGene00020962,0.872695659,0.231343465
292,WBGene00021813,WBGene00008904,WBGene00011218,WBGene00013683,WBGene00010993,WBGene00012293,WBGene00015056,WBGene00008399,WBGene00001572,WBGene00001177,0.813196349,0.238856698
293,WBGene00004058,WBGene00015061,WBGene00007217,WBGene00012156,WBGene00022195,WBGene00008745,WBGene00002021,WBGene00013011,WBGene00016993,WBGene00022399,0.866724131,0.307506094
294,WBGene00019017,WBGene00010703,WBGene00019074,WBGene00013212,WBGene00014088,WBGene00012911,WBGene00018044,WBGene00021895,WBGene00021783,WBGene00019576,0.870702731,0.207238951
295,WBGene00021043,WBGene00021934,WBGene00013529,WBGene00018044,WBGene00002228,WBGene00013461,WBGene00017772,WBGene00020092,WBGene00011561,WBGene00009784,0.882650452,0.206169932
296,WBGene00011044,WBGene00021813,WBGene00012700,WBGene00017201,WBGene00004058,WBGene00021038,WBGene00044469,WBGene00011502,WBGene00011486,WBGene00020852,0.839945525,0.35006647
